game_id,win,duration,avg_kda,avg_gold_per_min,avg_damage_champ_per_min,avg_vision_score,baron_kills,dragon_kills,tower_kills
3737161849,0,1577,1.6214285714285714,381.6715282181357,776.4920735573875,22.4,0,2,4
3737161849,1,1577,4.386666666666667,465.6563094483196,866.1230183893467,27.2,1,2,10
3737174194,0,1374,0.680952380952381,332.18340611353716,605.7991266375547,16.0,0,0,0
3737174194,1,1374,9.666666666666668,444.9519650655022,762.8122270742358,19.2,0,3,11
3737210586,0,916,0.9095238095238095,331.3231441048035,485.50218340611343,10.0,0,0,0
3737210586,1,916,5.466666666666667,419.0043668122271,616.7947598253274,11.0,0,2,1
3737211322,0,933,0.8133333333333332,296.69453376205786,377.2604501607717,8.2,0,0,0
3737211322,1,933,6.7,400.42443729903533,485.0932475884244,10.0,0,2,2
3737215793,0,1563,0.6717460317460318,337.04414587332053,526.3646833013436,19.0,0,1,4
3737215793,1,1563,11.773333333333333,416.21497120921305,688.560460652591,22.8,0,2,7
3737219850,0,1715,1.633982683982684,344.067638483965,475.80174927113706,27.6,0,1,1
3737219850,1,1715,4.906666666666666,424.6040816326531,891.0367346938776,31.6,1,2,12
3737220115,0,2205,1.5677777777777777,378.7482993197279,793.9700680272109,34.0,1,0,6
3737220115,1,2205,4.600952380952381,433.02857142857147,897.0394557823129,31.6,1,5,11
3737223230,0,1986,2.8571428571428568,383.65558912386706,733.5589123867069,29.8,1,2,4
3737223230,1,1986,3.624444444444444,383.02114803625375,772.7190332326284,26.6,0,2,8
3737234575,0,1555,1.4107142857142858,349.0186495176848,643.0533762057878,18.4,0,1,2
3737234575,1,1555,4.183333333333334,424.2983922829582,800.1260450160771,24.6,0,3,10
3737234948,0,1488,1.092142857142857,353.2096774193548,498.0080645161291,16.8,0,0,2
3737234948,1,1488,6.616666666666665,431.2822580645161,924.7338709677418,18.0,0,3,8
3737252224,0,2022,2.4228571428571426,358.7418397626113,690.2373887240356,29.6,0,0,6
3737252224,1,2022,3.8369696969696974,390.7596439169139,902.1305637982196,33.4,1,4,7
3737254503,0,1621,1.816269841269841,356.07649599012956,558.4108574953732,23.4,0,1,4
3737254503,1,1621,5.793333333333334,411.9235040098705,715.5879086983343,27.8,0,3,6
3737262078,0,1869,2.2694444444444444,386.5168539325843,760.7961476725521,28.6,0,2,6
3737262078,1,1869,3.932142857142857,401.10433386837883,735.7239165329054,35.2,1,2,8
3737270665,0,996,0.5933333333333334,313.30120481927713,376.06024096385534,11.6,0,0,0
3737270665,1,996,5.9,363.3975903614458,402.54216867469876,12.4,0,2,1
3737284814,0,2105,1.596590909090909,359.9429928741092,843.9733966745844,31.4,0,3,5
3737284814,1,2105,6.194603174603175,396.24513064133015,959.5610451306413,33.8,1,2,6
3737288202,0,936,0.4,294.96153846153845,337.03846153846155,10.8,0,0,0
3737288202,1,936,9.1,412.19230769230774,544.2820512820513,12.2,0,2,3
